business_name,review_id,user_id,stars,review_date,review_text,funny,useful,cool
Chino Bandido,8LpGe_YT30h0BjAOY46mLA,I0DkvjOPosQJboR34P3AyQ,4,2011-04-11,"Jade chicken with jerk fried rice!
Mexican food and chinese food aren't one of my favorites but Chino Bandido has the perfect mixture of both worlds!",0,2,0
Total Wine,FkM3l8crcdg8ooBaUSSm3g,uOdEsOgPW48Ky4j8U8CEcw,5,2011-03-30,"""Bevmo....did you see this guy?""
Total Wine, is my boo.
I shall be faithful and loyal to the aggrandizing store in which you are and in which you ho",1,2,1
Pizzeria Bianco,QQC4InjZarXDf9hDN00S1w,sBXm7wsHKkrkcnyYRlZlzg,5,2013-05-14,We have lived in Phoenix almost 8 years and been dying to try Bianco's but wait is always way too long.  Recently went to newly opened location and go,0,1,0
Sushiya Sushi,fIpoOkhzY_OaDYyALaJfbw,CoNoo6Zqy_AhReOPzdEVoQ,4,2013-06-03,"I went there the other day and must I say, their rolls are delicious! I'm a sushi lover and this one is currently in my top 5. Their rice is the right",0,0,0
Surprise Pediatrics,iSr_af0D1pDDxpK8TeOXww,C14yEJ2iOH_5l4Y0oOyZpQ,5,2011-11-18,I have seen all three doctors (Dr. Pham only once in the hospital when my third was born).  Because he was the attending pediatrician I fell into this,0,0,0
Thai Lahna Restaurant,q1GDDDdbrzYtfuNYCoVduQ,AKF1LzMZjMc1UJFeBiaPGg,4,2011-05-30,I go this place often. Curry is always good and the coconut chicken soup is the best in the valley. I order rice with the soup. Yummy!!! Service is us,0,0,0
Eddie's House,U3h_vAdIeDym3RA7l1Nzug,wC1CPV5bf--bDLtlhNSPLg,5,2011-05-25,My first visit to Eddie's house was really an exceptional dining experience. We were seated a one of the oversized wooden four tops overlooking the pa,1,1,1
US Airways Center,nBjBBekyHLt5-Hhn_lj_-A,75NFtIyHI2CmsUgu-JVo7A,4,2014-01-10,I'm from Los Angeles and a die-hard Laker fan. But I have to give props when it's due and the Phoenix Suns is a great sports team with even better fan,0,0,0
Rainbow Donuts,R6vNfvEy5hajQ6q1iqbadQ,_aMz2TsaWs7yCPY2P5Ti8w,5,2013-01-26,"Setting:  We either go before or after church.  If we get there early, there is definitely more of a selection, although we have hit the gem going in ",0,0,0
SOLO Trattoria,8n7-pEDXUNLdVhX4SUtrqw,wy8Yd_vCWDjiz9rMo4HfqA,3,2013-08-02,"It's a tough 1st impression when one feels like they're wandering in no man's land just to find the front door.  That said, when we finally found it, ",0,2,1
Pizza a Metro,KAK8wnMDOh4i0xN1S6anLA,4MkP544YZ-HEIi6mEQpL3Q,2,2012-10-27,"I would love to offer a positive review for a grass roots local joint, but my third and final trip to this restaurant cements my initial impression - ",0,0,0
Carolina's Mexican Food,Iq0G_ZKvPceWs8rHKAEKtA,Tg-tBEwZAaJk1r7u7WboTA,5,2010-11-18,"Best tortillas around!  Authentic and amazing green chili, looking forward to next visit!",0,0,0
Postino Central,kYIZyh-IF54NelWEpmHadw,hkPF7XnOy92HQ8CCAIIEeA,5,2011-10-19,"This place rocks.  Great vino, great food, great atmosphere.  If you're looking to impress a date with something more than a bar happy hour, this is t",0,0,0
Los Reyes De La Torta,zmj4TGJQKJPiPxgaZ7Mdhg,t3faD1aDWnwq8bafbgxvJg,5,2013-09-27,"Ok, you want quick and amazing food that takes you to your childhood, even if you're not Mexican? Reyes de la Torta will do it. 
I had always heard a",0,2,1
Daily Dose,z9Ma8PA1j0Ntd2O_s66Kiw,b8qwvUj_JLXyr512PcwRwQ,4,2011-02-02,I wish I could go back to Scottsdale just to try everything on the Daily Dose menu! =/ I went here for Brunch while I was out there and I had my heart,0,1,1
Fresh Mint,KGVUXuh9vy0UgPeblqJjIw,pFjZKIA0NUf9Daiv5tHoQw,4,2011-02-14,"Everything was really, really fresh. It's made to order so don't expect to being in and out in 20 minutes. I was surprised how tasty their veg pho was",0,0,0
Hana's Cafe,BMY3IMkVPuldMkdhZZ-MXQ,Q-e5Kriu18oFX5orJkoNhA,5,2009-01-28,"I eat at Hana's probably two or three times a week.  I absolutely love their chicken meal.  Its grilled chicken, rice, pita, and a small salad for abo",0,2,1
Da Vàng,xbVGTBSsXmvu56FTbXp7Aw,F6mQhKLdj_PEdxLvDYOm2Q,5,2011-12-15,I haven't had better pho anywhere in az. the large pho is enormous for the price. i usually go with my family and order a regular sized pho for myself,0,0,0
Hitching Post 2,sv_qJOQKI_tjAX69hYJPZg,m2fbu6JdRJYM5T6_3uROZA,4,2012-07-31,"I've only had the food as take-out my husband brought home, but all 3 times I thought it was really good. We've had the boasted chicken, the cowboy pi",0,0,0
D'lish,hPnOsZw09pvp7NuQ1reN5Q,7t7DjEMt8w1xltTqpDtuNg,5,2012-01-04,All I have to say is get the California Club. I live in the East Coast and I still crave for the sandwich. I wish I had the chance to try other things,0,0,1
Joe's New York Pizza,lpHkvITVqqUoJcSSJwO6yg,JTZLScEGobbaeqgXNjrPeg,5,2013-11-26,"YES YES! NY Pizza for sure!
Upon entering I was greeted by a very nice straight forward lady. I made it known that i was visiting from NYC and i heard",0,0,0
True Food Kitchen,ZoGgAKWWUy8gw1SBuwzgzQ,8-mw_aotUGmP0k0s6QKwOA,5,2012-05-29,"I came away from my meal (complete with cocktail + dessert) with no guilt. Local, fresh, tasty and healthy cuisine here. For the first round, order th",0,1,0
Armadillo Grill,bYuFIgPWIcFcWzzVcvNFJw,wNqwKWaRjClmcKsoJJRFow,3,2008-06-11,"Casual, unpretentious bar near The Biltmore area. Decent selection of food and drinks, all reasoably priced. Gaming area, pool tables and outdoor pati",2,3,1
Chipotle Mexican Grill,5xSfF_xhpJXpDdNO0dgYOA,Gf-7bqM-dTaImuvfZGhJ2g,5,2013-12-11,"Let me be clear and direct in this review: I am a MAN and when I go to Chipotle I do not order a salad or a hand full of chips.  I order a BURRITO, wi",1,2,1
Bobby C's Cafe,XWlcm2qp__r2daXuZld65w,Ps1Db9zOatoF_76FZNO5CQ,3,2011-05-12,This is my second trip here.  The first was shortly after the current owner had bought it and several of the Rainbow donut / Ninja bowl signs and menu,1,2,2
Pop the Soda Shop,mv7qt3AmWivl-0w7MJnzNw,WgQwZu0ECAjavpbUlMRBeA,5,2010-03-14,I had heard about this place for years but never went. Tragic I know! Just recently I discovered that it was literally walking distance from Jester'Z ,0,1,0
Meineke Car Care Center,Yh3X-ySSbYRBC8aoArIkAg,YloWz4Nwfx1qDH-BX1KIFw,1,2011-07-23,I attempted to get my air conditioning serviced here and was quoted 220 bucks just to find out what the problem was. Is it because I am female that th,0,1,0
Lo-Lo's Chicken & Waffles,hTG8PCw-uQ8DERkoXRinQw,tdNV2Wb0LrFpm1Yfov_Klw,5,2009-08-29,"In order to arrange a upcoming UYE ""Butter Party "" , Jim , Audrey, Donald , Amy B , Heather  and myself set up a little waffle exploration meeting.  F",9,11,8
Joe's Crab Shack,MV802Gg5DiZFJ0QoJi2zAQ,74Tpb9Lz4SBAQ8AB6vJQ_g,1,2013-10-06,Went inside with my boyfriend around 10pm on a Thursday and it was a ghost town. Sat ourselves at the bar and waited five minutes. Saw two servers wal,0,1,0
Canteen Modern Tequila Bar,cZWaFAebqI-yJ7isgVYJzQ,4ima24_455fUek_xVxS_3Q,3,2012-08-22,"We picked this place for my friends Birthday.  The decor is nice, very low tables inside and high tables in the Patio. We had around 10 people in our ",0,2,0
Biltmore Fashion Park,OSHuNmu3FyYxxzWHtYVaUA,hm_jIHUJYRjvS6IvIm-Inw,4,2013-06-30,"Lovely outdoor mall. There are water misters all over the place, keeping shoppers cool. Lots of fancy stores and nice restaurants with beautiful and d",0,0,1
Hungry Monk,yjT1yUcs4UNIoY0seJO2yA,pg3CqKZ8m69eDL6vpxv4RQ,5,2011-12-19,Love the hungry monk! They have a great beer selection and  I love all their food. And I love places that do daily specials. We always sit at the bar ,0,0,0
Round Table Pizza,TsFuefVgomHNrm_sQBJOdg,DRw2GfcyTo8wjx2G27NxlQ,1,2012-05-29,This was absolutely horrible. I got the supreme pizza with the mystery meats.  I threw it in the trash. I will wait until I get to my destination to e,0,2,1
The Gelato Spot,TWzuBwLB_fOBnt5HR0CC6A,pT5kaEJow8YG4G0avzLq5Q,5,2013-04-17,This place has the most amazing Gelato. I have been there plenty of times and I always make sure that anytime I have friends or family visiting that w,0,1,0
Yume Sushi Grill,nM6eohShMD9I330SqASmrg,2qnz2y_Z1nDo2HqqfxJxSA,4,2011-07-10,I really don't understand the mixed reviews of this place!  We stopped in tonight and had a great experience.  We started out with a couple orders of ,1,2,1
Great Wok,zU0KN1WI4uOPDk5KaB7iew,GY_jhHLMbF29keXYn_wwzA,5,2012-11-17,"Talk about fresh food, and great prices, this place has it all.  When I first tried it, I was a skeptic, but then I had the food and I was greatly sur",0,0,0
Postino Arcadia,zskexshd-kOoPCdonWHeBA,xdl61MWMguYRSunH8CniQw,4,2013-07-29,"Finally made it in here for their weekend brunch. Its the Postino standard deliciousness! I had the country toast... Italian ham, Gruyere and eggs wit",0,2,0
Marcella's Italian Kitchen,oaMiU5ZKKLwInFkBPQKsaw,jqVeTSin5GeRm0ceSg-PBA,5,2009-11-12,"OK, this review is for happy hour only. I plan on trying Marcella's for lunch and/or dinner in the near future, so I'll update once I do.
When I hear",1,2,3
Humble Pie,kKD-CeLCvm91vrcPSTCWCg,cSAACR699NuLMqBPuKL8nw,4,2013-11-18,"Wow. What a cool and upscale pizza place! 
If you want standard pizza and appetizers, then do not come here because this place is for those who crave",0,3,1
Slices,zdjagxsOBTSwvcVVxB80qQ,bCI2AMNWOEyXckLhlHUlAA,4,2009-03-12,"Excellent pizza & lemonade, somewhat rude service. 
The pizza was honestly some of the best I have had in awhile. The prices are somewhat high and ac",0,0,0
Comerica Theater,VAMAOG3rAdjbpTRnf26-Sg,SEDJTWEzMdqp7UsS1W3KXw,2,2012-10-12,"My husband and I went to see Jerry Seinfeld at Comerica. First problem is that while he stood in line for beer, I had to stand in another line for liq",0,0,0
Filibertos Mexican Food,BQu-TUtV36OsJ6kqiMeXsQ,bvTEFf47lHpNbEPyeMZ9Ow,2,2013-11-19,"In general, I really like Filiberto's, but that comes with some warnings. Most of the menu ranges from mediocre/uninteresting to genuinely bad. It too",0,0,0
Yasu Sushi Bistro,eOv9obwbysZEdQ6firEHmg,7yYUWIUxgNe44WnK-EDVhg,5,2013-01-29,"Before I start my review, here's a word of advice: Do not go to Yasu if you're short on time. It can be hard to get a table at this little place and t",0,1,0
Oregano's Pizza Bistro,h3ciBvTols1iMmAFDaWdOg,palND-kF1qpMLhkcgAnSxA,3,2012-04-30,"Oregano's tried to kill me by putting me in a food coma.
Yes, the value is off the charts. The amount of food you get for the price is ridiculous. Yo",4,4,3
Genghis Grill,T5k6TIkqdRZClbLzqunBPA,_8eGLKjVpGK_mxwM8mlOgA,5,2009-12-07,This place is great I have been here about 5 times. I like my stir fry spicy and they have just enough spices for me to mix in with all my fresh vegi',0,0,0
Maria's Mexican Food,BqnDXqI7ZF6VAKgPFZn_iw,LN_Y01b4W9hgtDade_XM4w,3,2012-03-06,"Tried this today I ordered the carne asada buro, the rice was OK beans were decent the burrito was good but the steak was dry so it killed the taste f",0,2,0
Macayo's Mexican Kitchen,euM5pGNWcuixDV_8mf3RuA,AYKw-F5Ji-QP6XFSbx2FdA,2,2013-08-15,I normally really enjoy eating here but this last experience bothered me. I went for lunch with my sister and son. My sister and I got an app to share,0,1,0
Breakfast Club,rY7jFbMKeTyTDuvp_CXUEA,41XI02t6XNXgolgk4tUjbw,5,2013-11-07,delicious delicious delicious! Very good food! It's so packed all the time! And even the coffee or orange juice is so fresh and amazing!,0,0,0
Waffle House,PGfZzlOnPYMHJh9KZpkt7g,-q0RFaCkmT6TFxgk0a9dPw,3,2011-08-28,"Always love the all-you-can-eat from 2pm-9pm. We just visit this place for this reason, had they not have this kind of promo, we're not going to waffl",0,0,0
Scottsdale Art Walk,LVdZ9WTmjivyAP5vhvN7BA,qa05pUVNapADHZXpHMPMeA,4,2011-05-20,"Kevin and I have been to the Scottsdale Art Walk several times. We enjoy the lively Scottsdale scene, and we feel so welcome by those working in the g",0,1,0
Senor Taco,xUkEbtTlHMgIUd4_tnsmsQ,exefpuK6O1ctUUqTxq5XLg,5,2011-12-06,"Excellent breakfast burritos. Less than $5 and served all day. 
Whole wheat tortillas now avail. Great salsa bar. Check in on Yelp for 10% off.
Real",0,1,0
Hula's Modern Tiki,Pcn8vMSS--jlvjCgbgm_OA,bXJ9U9e_zn8K1xKwqTArzw,5,2011-06-26,"Hula's is the Bomb and all that. 
Ask for Ginger she will rock your world. I love the BBQ ribs, tacos and the steak. Their prices are reasonable and ",0,1,0
Guitar Tree,AL-MqDZ_By_75odzH-8YlQ,ZWiGSbjUtuE5bmX1s4z3KA,5,2013-12-07,"I broke my acoustic guitar string early Saturday morning. Called revolver records store and they sent me here for strings. 
I rode my bike up here, n",0,0,0
Sun Asian Kitchen,WN53Lt088xCoIWAPVOKnJQ,q9XgOylNsSbqZqF_SO3-OQ,2,2008-06-12,"Sun Asian Kitchen.. Mm Sounds good, like the name. What does this place have going for it? Location, that is if you live in South Phoenix..
Great happ",2,2,1
Haji-Baba,sb0ea7fK-C09pb3wtLbiRA,nisCA346Ceh2DXx1oAn2_Q,2,2013-10-13,"I saw the reviews on yelp which took me to this restaurant. It was me and my husband, I ordered the shish ( lamb) kabob plate and my husband ordered t",0,1,0
Yogurtini,J_SpZZuN7PxExn-iAYByKw,TD96-CLt1HpqDF06SLZwZQ,4,2010-11-17,Had a very plesent time here! This was my first 'yogurt' experience and loved testing some of their flavors... I really did enjoy the big selection of,0,0,1
RA Sushi Bar Restaurant,a2Q2Eb7Eu93C5IiqVuLQkg,rLtl8ZkDX5vH5nAx9C3q5Q,4,2009-02-16,"True, this place is often crowded, a bit loud, and getting your sushi takes a little while.  Anyway, the sushi is very good and the price is reasonabl",0,0,0
The Coffee Conspiracy,yVzefFFsTZMAiZiWT4bvUw,8oY8gmr4NYwHgiYjTjh7Rw,5,2010-02-27,"The antithesis of Starbucks...independent coffee shop at its finest.  Bungalow with slacker types on Macs, board games, and dudes with dreadlocks on t",1,1,1
The Grind,Q35fzO1VUcU5pxB_5INOrw,fl6oI21uXoxVMwfR6lFanQ,3,2012-07-16,"So, if I rated The Grind based solely on the Sweet and Spicy Burger, I would give it a  Woohoo, five star rating, but, I'm not , just thought you shou",1,2,2
Cool Cuts 4 Kids,XKPYzB-zCzOOw9qngrtBAw,Y7Jxglm9zeHipx8zrhULiA,5,2011-11-11,My son and daughter both get thier hair cut here and they always do an excellent job. I keep going back!,0,1,0
Havana Cafe,GMbq2Da-Zy-Efyfjc3IN0g,GnqNc74So5Pc8C3hkA2hCg,2,2009-01-24,"This is w/out a doubt the worst food I've had since I've been living in Phoenix.
I gave it 2 stars, because the service was great, although the consta",2,0,0
The Gelato Spot,rovkCq-Bw4ge7Ef2nWlAwQ,LqgGgWi3FLHBViX9tmZ9sw,4,2009-09-26,"Good compliment after a Delux Burger (hahah not really). I tried their pocket coffe....great flavor!. I was just missing a good chocolate selection, b",3,4,3
Hilton Phoenix Airport,j30ut64fU6OsHHrdBUgEag,xs9VU7p63irOWRddbK_Giw,3,2012-12-14,"Seriously...a great hotel, has a ton of amenities, but NO WiFi in the rooms?!?! are you serious??
The gym is quality, the restaurants are passable, b",0,0,0
Flo's,1rtov4rRiFfmDyKo2J_CPw,jvLhSgEfjnMJtLInPjpd7A,2,2011-11-26,"I have enjoyed eating at this Flo location for many years.  Recently however,  the service has been slow, the food delivered cold, and the last 2 visi",0,2,0
Hanny's,PNKWpI8nQ8QspgT3wv0gcw,r-yd21BCYUKS3S1TFd7rLw,4,2013-05-25,"I came here for some drinks with my cousins and I wasn't sure what to expect. But I can honestly say, I liked it. The decor was right up my alley. It ",0,0,0
Ted's Hot Dogs,w0BjUCYH97WyUSkLaRPK_w,z5g5Lclwt13_BO0BStohMA,5,2013-10-22,"Ted's is one of the few hot dog joints where the hot dogs actually are better than the pricier sausages. But don't get me wrong, everything they serve",0,1,1
NYPD,tgyBsYDTGEFLGOmZ9nyy7A,rmgm_XNplmEKNKvFp6s8og,3,2013-09-06,Really good pizza with a touch of New York decor.  Lively place (was completely packed for Friday lunch).  This is definitely not your typical take-ou,0,0,0
Paper Source,1ov6mYM2jfU-ftfV-PbiOA,iPhoJlwisUKGGrA0QNmYMw,4,2012-07-27,"Store is amazing!! I love coming here a great edition to scottsdale quarter! The cards are funny, cute, amazing and one of a kind! Not anymore than yo",0,2,2
The Old Pueblo Cafe,vy9Oz2RELBDFyUqN37K5Cg,k3yuawPEvzlAJPj_RMO0MQ,3,2011-12-07,"The atmosphere of Old Pueblo Cafe makes you feel like you are crowded into a ""old Pueblo"" which some may like but I felt was a little cramped. The foo",0,0,1
Da Vàng,Wtv12I0gqgIL4PcHn89awg,VCK3eQKToEkmu8jdSEbTwQ,5,2013-06-10,This is the very best (and inexpensive) Vietnamese food you can get in Phoenix. I cannot convey how flavorful and wonderful and fresh the food is. Don,2,2,2
FEZ,nROxjXUoV9B_rmjrxQO97Q,QQltfvEq-YYN7roLQarVsg,4,2008-08-02,"Went here with a friend. The atmosphere is cute, but there was light flashing in my eyes my whole meal since we were seated in the front of the screen",0,1,2
Salt River Canoe Kayak & Raft Rentals,W2ONRY9fdzYVh9kWK5-tAw,wPeQWN_rSDeTdEMs7SVzWQ,5,2012-05-21,Captain Ted is awesome!! He is so helpful and efficient. Our Boy Scout Troop has rented kayaks from him for several years and he always gives us great,0,4,0
Genghis Grill,Qqz__A8PNXqHOB45oMUVeA,XuqrEe4yfgHXiyTybr8AQQ,5,2013-12-11,Drink specials here are absurd. ABSOLUTELY great.,0,2,2
Barro's Pizza,I9t62sYdu1Bc6J83a4qqcA,sHm-7z3G1khyznqSCHhDYw,4,2013-08-26,"I love their gluten free pizza crust! They also have really yummy hot wings. I wish their prices were a little bit less, but I guess it is worth it. :",0,1,1
Cibo,bKouFie3gu44mZwzJTvB-g,eaX53FCXTykf5n2e1XsW1w,2,2012-01-25,Been here once before and enjoyed it so took friends Frid. night (Jan. 20th).  One of the friends has Celiac's Disease and therefore must eat a gluton,0,1,0
Rustler's Rooste,-7hX9FHXezrRUYRWFt97LA,dEM8DjFJVRygr6sjEyx9jg,5,2013-09-11,"This place is great, food is great, staff is great.
Been there several times and each visit everything is top notch.
Steak, BBQ, band, service.
Love t",0,0,0
Shady's,4IfoN-DQp2aFtEmMliza3g,Gp0olr_CLDOFC4NYn0h9gA,3,2011-12-20,Been here a couple of times. If you go while its light outside (that is if you are a raging alcoholic) you cannot see a thing for about 4-5 minutes wh,3,0,0
Harkins Arrowhead Fountains 18,tvgr3xll6ru-176QwBHmQA,JGCAc1ELELm_P_-FlgX3hA,3,2014-01-08,"Whoa, I hadn't been here since my high school days.
A Coke Freestyle machine? Neat! Electric reclining seats so relaxing I feel like I could just sle",1,0,0
Swaddee Thai Cuisine,RQWxHntMh_MOKdPv0w3t6g,tVb4o-5YLOw-soxpqPBk_A,5,2013-04-04,I like this place. Parking is easy in back. Service is good. Price is reasonable. I like to get the Pad Thai level 5 hot. I also like the Fried Rice w,0,0,0
Olive Garden Italian Restaurant,_TRz9SKdsVPVtB6C6MvK7w,jilf8PvlPUztc90PazaTFQ,2,2012-12-16,"I would normally give OG a 3-4.  They are consistently decent, rarely outstanding.  If I want outstanding, there are non-chain restaurants that can fi",0,0,0
